orderDate,customerId,category,itemName,quantity,price
12.01.2024,108911511913,Gıda,Bagdat 80Gr Kajun Baharatı 1937,1,8
12.01.2024,108911511913,Gıda,Bızım 12Lı Bulyon Tavuk Suyu 644610-644615,2,10
12.01.2024,108911511913,Gıda,Dr Oetker 10Lu Hamur Kabartma Tozu 109823,1,6
12.01.2024,108911511913,Gıda,Dr Oetker 10Lu Sekerlı Vanılın 109923,1,6
12.01.2024,108911511913,Gıda,Dr Oetker 3Lu Maya Instant 109927,2,7
12.01.2024,108911511913,Gıda,Calve 600Gr Ketcap+ Mayonez 540Gr Tatlı Set 67780156,1,20
12.01.2024,108911511913,Gıda,Nestle 100 Gr Kakao ,1,6
12.01.2024,108911511913,Gıda,Kenton 100Gr Pudıng Cılek Sekerı Az 1204397,1,5
12.01.2024,108911511913,Gıda,Soke Un 1Kg,1,11
12.01.2024,108911511913,Gıda Temel,Orkıde Aycıcek Yagı 5 Lt Pet ,1,136
12.01.2024,108911511913,Gıda Temel,Caykur Altınbas Cay 500 Gr ,1,28
12.01.2024,108911511913,Gıda Temel,Ofcay Efsane 1000 Gr,1,36
12.01.2024,108911511913,Gıda Temel,Lıpton Y.Label 1000 Gr 70003152,1,40
12.01.2024,108911511913,Gıda Temel,Nescafe 10 Lu 3In1 Karamel 177Gr 12466415,2,22
12.01.2024,108911511913,Gıda Temel,Nescafe 10 Lu 3In1 Klasık 12375911,1,11
12.01.2024,108911511913,Gıda Temel,Ankara 500Gr Makarna Spaghettı,1,6
12.01.2024,108911511913,Gıda Temel,Veronellı 500 Gr Burgu,2,11
12.01.2024,108911511913,Gıda Temel,Veronellı 500 Gr Kalem,4,22
12.01.2024,108911511913,Gıda Temel,Knorr Noodle 66Gr Tavuk Cesnılı 68167030,2,6
12.01.2024,108911511913,Gıda Temel,Duru Pırınc Pılavlık 2500 Gr Yerlı ,1,36
12.01.2024,108911511913,Gıda Temel,Sare Hanım Toz Seker 2.5 Kg,1,18
12.01.2024,108911511913,Gıda Temel,Sare Hanım Toz Seker 4 Kg,1,29
12.01.2024,108911511913,İçecekler,Avsar 6X200 Ml C Plus Karadutlu,1,11
12.01.2024,108911511913,İçecekler,Dımes M.Suyu 1Lt Ananas,1,8
12.01.2024,108911511913,İçecekler,Fanta 2Lt Portakal 190500,1,8
12.01.2024,108911511913,Kişisel Bakım,+Fenodo 60Ml Vazelın Beyaz,1,4
12.01.2024,108911511913,Kişisel Bakım,Fax S.Sabun 3.6 Lt Okyanus Ferahlıgı,2,44
12.01.2024,108911511913,Kişisel Bakım,Fax S.Sabun 750 Ml Zeytınyaglı,1,11
12.01.2024,108911511913,Kişisel Bakım,Ipek Samp.600-570 Ml Kuru Ve Yıpranmıs Saclar,1,15
12.01.2024,108911511913,Süt Kahvaltılık,Sutas 1Lt Pratık Ayran Pet Sıse 117411,1,8
12.01.2024,108911511913,Süt Kahvaltılık,Icım 200Ml Sade Sut 410108,2,6
12.01.2024,108911511913,Süt Kahvaltılık,Ekmek Usak,2,5
12.01.2024,108911511913,Süt Kahvaltılık,Sutas 400Gr Pıknık Kasar Peynırı 310603,1,30
12.01.2024,108911511913,Süt Kahvaltılık,Terem 250Gr Paketmargarın 608400,2,27
12.01.2024,108911511913,Süt Kahvaltılık,Hakan Klasık Peynır 1 Kg,1,28
12.01.2024,108911511922,Atıştırmalık,Etı Crax 85 Gr Kraker Sade 2940100,1,3
12.01.2024,108911511922,Atıştırmalık,Etı Puf 18 Gr Kakaolu 3931100,6,5
12.01.2024,108911511922,Atıştırmalık,Etı Susamlı 56Gr Cubuk Kraker 3940600,1,3
12.01.2024,108911511922,Atıştırmalık,Torku 61Gr Favorım Cıkolata Krem Bıskuvı 408528,1,2
12.01.2024,108911511922,Atıştırmalık,Torku 83 Gr Tam Sutlu Kremalım 405716,1,3
12.01.2024,108911511922,Atıştırmalık,Ulker Cokoprens 81 Gr 7902,1,4
12.01.2024,108911511922,Atıştırmalık,Ulker Ikram 228Gr 3Lu Fındık Kremalı 107702,1,10
12.01.2024,108911511922,Atıştırmalık,Ulker Probıs 82 Gr Atıstır.Sand.Bıs.7908,1,4
12.01.2024,108911511922,Atıştırmalık,Dorıtos Super Nacho Peynırlı 2313022,1,6
12.01.2024,108911511922,Deterjan - Temizlik,Sleepy Slım Mega 48 Lı Normal ,3,75
12.01.2024,108911511922,Deterjan - Temizlik,Pufla Pecete 100 Lu Eko ,5,14
12.01.2024,108911511922,Deterjan - Temizlik,Acord 3Lu Temızlık Bezı 504,1,3
12.01.2024,108911511922,Ev Gereçleri - Hobi,Emınem 500Cc Cam Yaglık 3373,1,12
12.01.2024,108911511922,Gıda,Bızım 12Lı Bulyon Tavuk Suyu 644610-644615,1,5
12.01.2024,108911511922,Gıda,Zq Kenton 222Gr Asure,4,20
12.01.2024,108911511922,Gıda,Tukas 400Gr Ketcap + 355Gr Mayonez Set 15200190,1,15
12.01.2024,108911511922,Gıda,Bıllur 250Gr Iyotsuz Kutulu Tuz 43005,1,4
12.01.2024,108911511922,Gıda Temel,Olın Aycıcek Yagı 4 Lt ,1,115
12.01.2024,108911511922,Gıda Temel,Ofcay Bardak Bıtane Regular 25+25 Kırmızı,1,13
12.01.2024,108911511922,Gıda Temel,Veronellı 500 Gr Burgu,1,5
12.01.2024,108911511922,Gıda Temel,Veronellı 500 Gr Kalem,1,5
12.01.2024,108911511922,Gıda Temel,Saray 200 Gr Damla Sakızlı Kahve,1,13
12.01.2024,108911511922,Kişisel Bakım,+Fenodo 60Ml Vazelın Beyaz,2,8
12.01.2024,108911511922,Kişisel Bakım,Duru Sabun Prınalı 800Gr,1,12
12.01.2024,108911512317,Deterjan - Temizlik,Bıngo S.Deterjan 2145 Ml Parfumsuz Hk5036796,1,34
12.01.2024,108911512317,Gıda Temel,+Mahmood Turk Kahvesı 100 Gr,1,11
12.01.2024,108911512317,Gıda Temel,Saray 200 Gr Osmanlı Kahvesı,1,16
12.01.2024,108911512317,Süt Kahvaltılık,Sutas 2Lt Ayran 117811,1,15
12.01.2024,108911519182,Atıştırmalık,Etı Pızza Kraker 76 Gr3540400,1,3
12.01.2024,108911519182,Deterjan - Temizlik,Faıry Sıvı 2600Ml Lımon,1,32
12.01.2024,108911519182,Gıda,Bagdat 80Gr Hashas Mavı 3874-1926,1,8
12.01.2024,108911519182,Gıda,Kent Borınger 75Gr Krem Santı Sade,1,7
12.01.2024,108911519182,Gıda,Bızım 150Gr Kakaolu Pudıng 635301,3,9
12.01.2024,108911519182,Gıda,Anadolu 1500Gr Tuz ,1,2
12.01.2024,108911519182,Gıda Temel,Kartal 500Gr Makarna Spaghettı,2,10
12.01.2024,108911519182,İçecekler,Dımes M.Suyu 200 Ml Seftalı,20,45
12.01.2024,108911519182,Kişisel Bakım,Fax S.Sabun 3.6 Lt Gul,1,22
12.01.2024,108911519182,Süt Kahvaltılık,Akyorsan 1000Gr Tost-Kasar Peynırı Y.Yaglı,1,50
12.01.2024,108911519182,Süt Kahvaltılık,Fıskobırlık 400Gr Sutlu Fındık Kreması,1,13
12.01.2024,108911519182,Süt Kahvaltılık,Bolkar 1Lt Sut 0.15 Yaglı,1,5
12.01.2024,108911519331,Deterjan - Temizlik,Sleepy Kulotlu 2Lı Jumbo 5 No Junıor,1,70
12.01.2024,108911519331,Ev Gereçleri - Hobi,Herevın 6X180Cc Tablalı Baharatlık,1,30
12.01.2024,108911519237,Gıda Temel,Orkıde Omega3 Yagı 4.5 Lt ,1,110
12.01.2024,108911519237,Gıda Temel,Lıpton Demlık D.Karadenız 120 Lı Poset 67021719,1,30
12.01.2024,108911519237,Gıda Temel,Ankara 500Gr Makarna Fıyonk,3,18
12.01.2024,108911519237,Kişisel Bakım,Glıss Samp.500 Ml Intense Terapy,1,25
12.01.2024,108911519237,Süt Kahvaltılık,Ercan 30Lu Yumurta (63-72),1,40
12.01.2024,108911518641,Deterjan - Temizlik,Porcoz 1 Lt ,1,12
12.01.2024,108911518641,Deterjan - Temizlik,Cıf Krem 750 Ml Muge Cıcegı&Frezya 67498501-68617229,1,17
12.01.2024,108911518641,Deterjan - Temizlik,Porcoz Yag Cozucu 1 Lt ,1,14
12.01.2024,108911518641,Deterjan - Temizlik,Bıngo Soft 5 Lt Lovely Hk5063572,1,40
12.01.2024,108911518641,Süt Kahvaltılık,Ekmek Usak,1,3
12.01.2024,108911518723,Atıştırmalık,Bebeto Jelly 75Gr Super Betls,1,5
12.01.2024,108911518723,Gıda Temel,Orkıde Omega3 Yagı 4.5 Lt ,1,110
12.01.2024,108911518723,Kişisel Bakım,Fax S.Sabun 3.6 Lt Lavanta,1,22
12.01.2024,108911518723,Süt Kahvaltılık,Pınar 500Gr Suzme Peynır Y.Yaglı 153107209,1,22
12.01.2024,108911518862,Atıştırmalık,Cıpso Super Yogurt Ve Mevsım Yesıllıklerı 649575-649778,1,6
12.01.2024,108911518862,Atıştırmalık,Patos Partı Baharatlı 649242-649243,1,8
12.01.2024,108911518862,Atıştırmalık,Patos Super Plus Extra Taco 649892,1,5
12.01.2024,108911518862,Atıştırmalık,Dorıtos Partı Taco Baharat Cesnılı Mısır Cıpsı ,1,8
12.01.2024,108911518862,Atıştırmalık,Ruffles Partı Orıgınals Sade,1,8
12.01.2024,108911518862,Atıştırmalık,Ulker Caramıo 6.6 Gr Fınger Cıkolata 142406,5,4
12.01.2024,108911518862,Atıştırmalık,Ulker Caramıo 6.6 Gr Fınger Cıkolata Bıtter 142407,5,4
12.01.2024,108911518862,Deterjan - Temizlik,Elbıpak Kılıtlı Budolabı Posetı Orta ,1,4
12.01.2024,108911518862,Deterjan - Temizlik,Pratıkon  Kılıtlı Buz.Posetı Kucuk Pr2056,1,4
12.01.2024,108911518862,Deterjan - Temizlik,Pratıkon Buzdolabı Posetı Kucuk,1,3
12.01.2024,108911518862,Deterjan - Temizlik,Domestos Ultra C.Suyu 1.85 Lt Kar Beyazı 67705531,1,20
12.01.2024,108911518862,Gıda,Cıhan 750Gr Iyotlu Tuz,1,2
12.01.2024,108911518862,Gıda Temel,Veronellı 500 Gr Orta Uzun,2,11
12.01.2024,108911518862,Kişisel Bakım,Okey Rotar 10 Lu ,1,30
12.01.2024,108911520320,Atıştırmalık,Patos Super Plus Baharatlı 649562-649783,1,5
12.01.2024,108911520320,İçecekler,Doganay 2Lt Salgam Suyu Acılı ,1,11
12.01.2024,108911520320,Süt Kahvaltılık,Bolkar 1Lt Sut 0.15 Yaglı,2,11
12.01.2024,108911519382,Atıştırmalık,Etı Puf 18 Gr Kakaolu 3931100,6,5
12.01.2024,108911519382,Gıda,Urh 400Gr Kadayıf,1,12
12.01.2024,108911519382,Gıda Temel,Sare Hanım Toz Seker 4 Kg,1,29
12.01.2024,108911519931,Deterjan - Temizlik,Kotex Ultra 4 Lu Normal 24 Lu 20058411-20058508,1,20
12.01.2024,108911519931,Gıda Temel,Nescafe Classıc 50 Gr Poset ,2,16
12.01.2024,108918812317,Deterjan - Temizlik,Faıry Tablet H1A 60 Lı ,1,75
12.01.2024,108918812317,Deterjan - Temizlik,Ace C.Suyu 4 Lt Bahar Kokulu,1,24
12.01.2024,108918812317,Deterjan - Temizlik,Berrak Kagıt Havlu 12Lı Ultra 501039,1,36
12.01.2024,108918812317,Deterjan - Temizlik,Peros Asperox 1Lt Mavı Guc,1,15
12.01.2024,108918812317,Deterjan - Temizlik,#ERROR!,1,70
12.01.2024,108918812317,Deterjan - Temizlik,Persıl Matık 6 Kg Gulun Buyusu,1,75
12.01.2024,108918812317,Deterjan - Temizlik,Persıl Matık 7.5 Kg Gulunbuyusu,1,70
12.01.2024,108918812317,Deterjan - Temizlik,Famılıa T.Kagıdı 32 Lı Plus Parfumlu Hk5066915,1,85
12.01.2024,108918812317,Deterjan - Temizlik,Vernel 3 Lt Gul,1,25
12.01.2024,108918812317,Ev Gereçleri - Hobi,Buhara Cırpıcı Mermer Desen Asa0430    ,1,13
12.01.2024,108918812317,Kişisel Bakım,Duru Sabun Prınalı 800Gr,1,12
12.01.2024,108918812317,Kişisel Bakım,Dalan S.Sabun 3.60 Lt Zeytınyaglı ,1,25
12.01.2024,108918812317,Kişisel Bakım,Peros S.Sabun 400 Ml Z.Yaglı&Begomat,1,5
12.01.2024,108918012142,Atıştırmalık,Patos Super Plus Extra Taco 649892,1,5
12.01.2024,108918012142,Deterjan - Temizlik,Prıl Bul.Det.675 Gr Amasya Elması,1,11
12.01.2024,108918012142,Deterjan - Temizlik,Faıry Tablet H1A 60 Lı ,1,75
12.01.2024,108918012142,Deterjan - Temizlik,+Senso Pecete 200 Lu Eko,1,7
12.01.2024,108918012142,Deterjan - Temizlik,Sun Brıte 5Lı Oluklu Bulasık Sungerı 004,1,3
12.01.2024,108918012142,Deterjan - Temizlik,Senso T.Kagıdı 32 Lı,1,45
12.01.2024,108918012142,Deterjan - Temizlik,Vernel Max Fresh 1200Ml Cıcek Ferahlıgı,1,23
12.01.2024,108918012142,Ev Gereçleri - Hobi,Hasbant 43Mm100M Kolı Bantı Seffaf,3,39
12.01.2024,108918012142,Ev Gereçleri - Hobi,Yıldız Cay Suzgecı Icten Takmalı 310B,1,2
12.01.2024,108918012142,Gıda,Bızım 125Gr Cılek Pudıng 635304,1,3
12.01.2024,108918012142,Gıda Temel,Duru Pırınc Baldo 1000 Gr,1,26
12.01.2024,108918012142,Gıda Temel,Sekeroglu 500Gr Coffe Whıte,1,19
12.01.2024,108918012142,İçecekler,Nıgde 6*250Ml Gazoz Cam,1,11
12.01.2024,108918012142,İçecekler,Damla 200Ml 6Lı M.Suyu Sade,1,7
12.01.2024,108918012142,Kişisel Bakım,Cıre Aseptıne 100Ml %80 Lımon Kolonyası,1,6
12.01.2024,108918012142,Süt Kahvaltılık,Torku 450Gr Suzme Peynır 406319-408723,1,16
12.01.2024,108918012142,Süt Kahvaltılık,Sutas 200Gr Labne 352010,1,10
12.01.2024,108918012142,Süt Kahvaltılık,Trakyag 250Gr Paket Margarın,1,5
12.01.2024,108918012142,Süt Kahvaltılık,Sana 500Gr Tereyagı Lezzetı Kase 31001220,1,17
12.01.2024,108918012142,Süt Kahvaltılık,Ercan 30Lu Yumurta (63-72),1,40
12.01.2024,108918012142,Süt Kahvaltılık,M.Bırlık 800Gr Kuru Sele 381-410 3Xs,2,60
12.01.2024,108918012142,Süt Kahvaltılık,Metın 700Gr Uzum Pekmezı Pet,1,20
12.01.2024,108918012142,Süt Kahvaltılık,Bolkar 1Lt Sut 0.15 Yaglı,1,5
12.01.2024,108918019167,Atıştırmalık,Ulker Kremalı Sandvıc 552Gr-488Gr 8Lı 86806-111107,1,17
12.01.2024,108918019167,Atıştırmalık,Etı Nımbo 30Gr Sutlu Bıtterlı Kek 1516100,4,10
12.01.2024,108918019167,Deterjan - Temizlik,Abc C.Suyu 4 Lt Maxımum Koruma,1,20
12.01.2024,108918019167,Deterjan - Temizlik,Persıl Matık 7.5 Kg Gulunbuyusu,1,70
12.01.2024,108918019167,Deterjan - Temizlik,Omo Matık 4 Kg Actıve Fresh Beyazlar 68505415,1,60
12.01.2024,108918019167,Deterjan - Temizlik,Papıa T.Kagıdı 16 Lı Ipek Hk5068125,1,53
12.01.2024,108918019167,Gıda Temel,Nescafe 10 Lu 3In1 Klasık 12375911,3,33
12.01.2024,108918019167,Gıda Temel,Polı 300Gr Sutlu Muz,1,10
12.01.2024,108918019167,İçecekler,Kızılay 6X250Ml Gazoz,1,13
12.01.2024,108918019167,İçecekler,Pepsı 2.5 Lt ,1,10
12.01.2024,108918019167,İçecekler,Uludag Efsane Gazoz 2.5Lt Portakal ,1,10
12.01.2024,108918019167,Kişisel Bakım,Arko Krem 150 Ml Naturel Classıc ,1,18
12.01.2024,108918019167,Kişisel Bakım,Durex Klasık 12 Lı ,1,25
12.01.2024,108918019167,Kişisel Bakım,Pantene Samp.400 Ml Klasık 3+1,1,29
12.01.2024,108918019167,Süt Kahvaltılık,Icım 1Lt Sut T.Yaglı 410401,2,20
12.01.2024,108919311840,Süt Kahvaltılık,Ercan 30Lu Yumurta (63-72),1,40
12.01.2024,108919319143,Atıştırmalık,Etı Crax 175 Gr Peynırlı Kraker 5141400,3,18
12.01.2024,108919319143,Atıştırmalık,Torku Lıa 32Gr Tramısu Kremalı Bıskuvı 408207,2,6
12.01.2024,108919319143,Atıştırmalık,Ulker Dore Cık. 86 Gr Klasık Sutlu 8609,2,8
12.01.2024,108919319143,Atıştırmalık,Ulker Haylayf 64 Gr 8104,1,2
12.01.2024,108919319143,Atıştırmalık,Patos Rolls Acılı Partı 649246-649247,1,8
12.01.2024,108919319143,Atıştırmalık,Ruffles Partı Orıgınals Sade,1,8
12.01.2024,108919319143,Atıştırmalık,Etı Karam Kare 60Gr %70 Bıtter Cık. 1780400-1280400,1,7
12.01.2024,108919319143,Atıştırmalık,Torku Kare 65Gr %60 Bıtter Cıkolata 408241,1,7
12.01.2024,108919319143,Atıştırmalık,+Nestle Gofret 1927 28Gr Sutlu,3,5
12.01.2024,108919319143,Deterjan - Temizlik,Ace C.Suyu 4 Lt Normal,1,22
12.01.2024,108919319143,Deterjan - Temizlik,+Solo Dev Kagıt Havlu 3 Katlı,1,10
12.01.2024,108919319143,Deterjan - Temizlik,Yumos S.Deterjan 2520 Ml Sıyah 42Wl 68282961,1,34
12.01.2024,108919319143,Deterjan - Temizlik,Proff 9Lu Oluklu Bul.Sungerı,1,8
12.01.2024,108919319143,Deterjan - Temizlik,#ERROR!,1,70
12.01.2024,108919319143,Deterjan - Temizlik,Domestos Ultra C.Suyu 750 Gr Okalıptus 67705472,1,11
12.01.2024,108919319143,Deterjan - Temizlik,Domestos Ultra C.Suyu 750 Gr Pembe Guc 67705466,1,11
12.01.2024,108919319143,Deterjan - Temizlik,Vernel Max Fresh 1200Ml Buz Serın,1,23
12.01.2024,108919319143,Deterjan - Temizlik,Yumos 1440Ml Extra Lılyum Lotus 21127409,1,35
12.01.2024,108919319143,Deterjan - Temizlik,Vıkıng Yumusatıcı 3 Lt Sensıtıve,1,18
12.01.2024,108919319143,Gıda,Tukas 650Gr Ketcap + 550Gr Mayonez Set 15200180,1,20
12.01.2024,108919319143,Gıda,Anadolu 1500Gr Tuz ,1,2
12.01.2024,108919319143,Gıda,Soke Un 1Kg,1,11
12.01.2024,108919319143,Gıda Temel,Orkıde Omega3 Yagı 4.5 Lt ,1,110
12.01.2024,108919319143,Gıda Temel,Ofcay Demlık Hazıne 30 Lu X 15 Gr,1,34
12.01.2024,108919319143,Gıda Temel,Asıl Kup Seker 750 Gr 360Lı,1,11
12.01.2024,108919319143,Gıda Temel,Veronellı 500 Gr Kalem,2,11
12.01.2024,108919319143,Gıda Temel,Veronellı 500 Gr Orta Uzun,4,22
12.01.2024,108919319143,Gıda Temel,Veronellı 500 Gr Spagettı,1,5
12.01.2024,108919319143,Gıda Temel,Kartal 500Gr Makarna Boncuk,1,5
12.01.2024,108919319143,Gıda Temel,Kartal 500Gr Makarna Orta Kesme,1,5
12.01.2024,108919319143,Gıda Temel,Sekeroglu 500Gr Coffe Whıte,3,57
12.01.2024,108919319143,Gıda Temel,Cafe Crown Latte Choco 95003,4,6
12.01.2024,108919319143,Gıda Temel,Sare Hanım Toz Seker 2.5 Kg,1,18
12.01.2024,108919319143,Gıda Temel,Saray 200 Gr Osmanlı Kahvesı,2,32
12.01.2024,108919319143,İçecekler,Ulker Lınk 200 Ml Cılek 472506,1,2
12.01.2024,108919319143,İçecekler,Pınar 500Ml Su,1,1
12.01.2024,108919319143,Kişisel Bakım,Hobby D.Jelı 500 Ml Canlandırıcı Meyveler,1,13
12.01.2024,108919319143,Kişisel Bakım,Hobby D.Jelı 500 Ml Denız Mınerallerı,1,13
12.01.2024,108919319143,Kişisel Bakım,+Pantene Sbk 470 Ml Superfood,1,29
12.01.2024,108919319143,Kişisel Bakım,Fax S.Sabun 3.6 Lt Gul,1,22
12.01.2024,108919319143,Kişisel Bakım,Hacısakır Samp.500Ml Bal Ince Tellı /Zayıf Sac.,1,15
12.01.2024,108919319143,Kişisel Bakım,Hacısakır Samp.500Ml Zeytınyagı Tum Sac ,1,15
12.01.2024,108919319143,Kişisel Bakım,+Pantene Samp.470 Ml Sac Dokul.Karsı 3In1,1,29
12.01.2024,108919319143,Süt Kahvaltılık,Yıldızhan Baskan Manzalın Cızık 2Xl 221-240 1Kg,0,6
12.01.2024,108919319143,Süt Kahvaltılık,Yıldızhan Domat Cızık L 261-290 1Kg,0,5
12.01.2024,108919319143,Süt Kahvaltılık,Cobanoglu Koy Peynırı 1Kg,1,34
12.01.2024,108919319143,Süt Kahvaltılık,Ayca 800Gr Peynır Az Yaglı,1,20
12.01.2024,108919319143,Süt Kahvaltılık,Icım 500Gr Suzme Peynır 433506,1,18
12.01.2024,108919319143,Süt Kahvaltılık,Icım Icımıno 180Ml Sut Cıkolatalı 478709,8,24
12.01.2024,108919319143,Süt Kahvaltılık,Icım Icımıno 180Ml Sut Cılek 478801,1,3
12.01.2024,108919319143,Süt Kahvaltılık,Icım Icımıno 180Ml Sut Muz 478802,1,3
12.01.2024,108919319143,Süt Kahvaltılık,Nesquık 700Gr Mısır Gevregı 12069384,1,17
12.01.2024,108919319143,Süt Kahvaltılık,Akyorsan 1000Gr Tost-Kasar Peynırı Y.Yaglı,1,50
12.01.2024,108919319143,Süt Kahvaltılık,Icım 600Gr Kasar Peynırı 433206,1,44
12.01.2024,108919319143,Süt Kahvaltılık,Fıskobırlık 400Gr Sutlu Fındık Kreması,2,26
12.01.2024,108919319143,Süt Kahvaltılık,Terem 500Gr Kase Marg 608506,1,20
12.01.2024,108919319143,Süt Kahvaltılık,Ercan 30Lu Yumurta (63-72),1,40
12.01.2024,108919319143,Süt Kahvaltılık,Metın 700Gr Kusburnu Recelı,1,14
12.01.2024,108919319143,Süt Kahvaltılık,Sofas 900Gr Suzme Yogurt,1,26
12.01.2024,108919318930,Atıştırmalık,Kent Olıps 28Gr Portakal ,1,3
12.01.2024,108919318930,Atıştırmalık,Ulker Kremını 44 Gr Karpuz 53908,1,2
12.01.2024,108919318930,Süt Kahvaltılık,Ercan 15 Lı Yumurta (63-72),1,25
